Filename,Additional Info,Target Directory
TRT00011287,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus floridana Sarg.
TRT00011288,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus floridana Sarg.
TRT00011531,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011536,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011557,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011558,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011545,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011547,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011548,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011546,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011552,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011555,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011556,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011528,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011529,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011530,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011532,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011533,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011534,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011535,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011537,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011538,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011539,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011541,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011542,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011543,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011544,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011549,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011550,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011551,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011540,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011553,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011554,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus furtiva Beadle
TRT00011389,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011383,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011385,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011374,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011379,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011382,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011375,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011369,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011381,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011384,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011388,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011391,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011390,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011359,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011360,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011361,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011362,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011363,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011364,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011365,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011366,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011368,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011370,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011371,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011372,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011376,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011378,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011380,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011386,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011387,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011373,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011367,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011377,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011392,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus integra (Nash) Beadle
TRT00011292,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus invicta Beadle
TRT00011293,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus invicta Beadle
TRT00011065,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011108,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011070,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011064,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011066,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011068,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011069,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011080,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011081,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011082,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011083,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011084,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011085,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011100,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011101,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011102,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011103,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011109,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011111,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011112,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011114,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011067,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011089,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011074,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011075,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011076,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011077,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011078,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011079,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011125,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011126,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011063,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011071,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011072,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011073,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011086,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011087,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011088,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011091,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011092,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011104,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011105,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011106,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011107,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011110,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011113,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011115,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011116,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011117,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011118,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011119,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011120,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011121,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011122,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011123,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011124,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00011090,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small
TRT00024346,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lacrimata Small (?)
TRT00011499,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011500,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011514,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011515,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011518,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011520,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011517,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011498,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011504,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011505,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011506,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011507,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011501,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011502,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011508,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011509,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011510,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011511,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011512,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011513,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011521,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011522,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011524,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011525,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011526,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011523,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00011519,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle
TRT00012345,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle (cf.)
TRT00012341,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle (cf.)
TRT00012342,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle (cf.)
TRT00012344,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle (cf.)
TRT00012346,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle (cf.)
TRT00012347,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle (cf.)
TRT00012343,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lanata Beadle (cf.)
TRT00011576,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011585,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011586,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011572,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011573,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011575,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011577,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011578,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011579,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011582,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011584,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011587,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011588,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011589,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011590,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011591,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011831,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011574,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011581,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011583,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011580,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lancei J.B. Phipps
TRT00011458,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lassa Beadle
TRT00011463,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lassa Beadle
TRT00011465,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lassa Beadle
TRT00011474,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lassa Beadle
TRT00011478,C. subg. Americanae El-Gazzar|C. sect. Coccineae Loudon|C. ser. Lacrimatae J.B. Phipps,Crataegus lassa Beadle
